step,loss,avg_reward,grad_norm,grad_to_param_ratio
47,0.3319915,237.09059,0.71093076,0.031194221
48,0.3298174,236.57437,0.54460466,0.023896104
49,0.33060148,237.21588,0.7487524,0.032853633
50,0.33171433,236.46977,1.0733105,0.047094468
51,0.33277687,236.96518,0.9507757,0.04171785
52,0.33231592,236.53096,1.1675584,0.0512297
53,0.33236566,235.99129,0.8431162,0.036993895
54,0.32976764,235.20726,0.87316626,0.038312376
55,0.32983536,236.41054,0.81172425,0.035616416
56,0.3291476,236.03758,0.6778635,0.029742949
57,0.33016562,236.29538,0.6634681,0.029111335
58,0.3295389,236.52332,0.59818244,0.0262468
59,0.33151677,236.11937,0.5012664,0.021994403
60,0.33159387,236.2966,0.8128807,0.03566738
61,0.32890594,236.55789,0.82519186,0.03620763
62,0.3292091,237.3005,0.92813414,0.04072459
63,0.33042464,236.61095,0.46205673,0.020274123
64,0.32911256,236.36365,0.8527116,0.03741535
65,0.33080623,236.4144,0.90559924,0.03973604
66,0.33098572,236.62802,0.5654717,0.024811914
67,0.3291058,236.80853,0.7385002,0.03240419
68,0.32958764,236.59885,0.7441926,0.032654084
69,0.32984763,237.22546,0.5900989,0.02589277
70,0.32917774,236.79285,0.70584357,0.0309716
71,0.3297394,236.1426,0.8537846,0.037463203
72,0.33020929,235.95189,0.9037547,0.03965596
73,0.32847896,236.27306,0.3147391,0.01381052
74,0.32765687,236.76762,1.1099458,0.048703764
75,0.3282156,236.8602,1.0299618,0.045194246
76,0.32861668,236.19997,0.5558149,0.02438898
77,0.33040482,236.6995,1.2123917,0.053199533
78,0.33025855,236.19684,1.1897118,0.05220451
79,0.3299553,236.69441,0.5059998,0.022203336
80,0.3299304,236.11055,1.2383049,0.05433719
81,0.32852903,236.77719,1.0289752,0.0451519
82,0.32868862,236.14204,0.40053058,0.017575523
83,0.32949874,236.96025,0.47667465,0.020916844
84,0.32829696,235.84117,0.64391965,0.028255783
85,0.32772404,236.21774,0.37046257,0.016256297
86,0.32839996,236.6188,0.63188034,0.027727703
87,0.32846707,236.13017,0.533117,0.02339394
88,0.32807678,236.46788,0.51528335,0.022611463
89,0.3286754,236.25385,0.60237885,0.026433455
90,0.3298891,236.59769,1.2040517,0.052836098
91,0.32880133,236.34575,0.8148776,0.03575853
92,0.32804334,237.29903,0.6683576,0.029329041
93,0.32848784,236.93094,1.118872,0.049098812
94,0.32762882,236.26851,0.71633387,0.03143459
95,0.33053038,236.58289,1.0217416,0.044836868
96,0.32808703,236.89001,0.84335196,0.037008785
97,0.3278923,237.06107,0.84512573,0.037086796
98,0.3283428,237.25891,0.34887585,0.015309845
99,0.3270939,236.32712,0.74566686,0.032722514
100,0.32720628,236.35341,0.40437448,0.017745472
101,0.327343,236.48102,0.62709725,0.02751951
102,0.32865542,236.6719,0.7679064,0.033698928
103,0.3278795,236.99814,0.49157733,0.02157256
104,0.32929784,236.226,0.6405769,0.02811145
105,0.32896835,237.11502,0.774398,0.033984303
106,0.3289988,236.53143,0.4777502,0.02096607
107,0.32969978,236.91788,0.6998292,0.030712131
108,0.3287791,236.7342,0.73764044,0.032371596
109,0.32857186,236.88457,0.42932683,0.01884123
110,0.32837728,236.38708,0.61682737,0.027069904
111,0.32884288,236.66574,0.39590967,0.017374847
112,0.33099675,235.74223,0.5208187,0.022856679
113,0.32950202,236.75471,0.95429194,0.041880254
114,0.327735,236.67743,0.68461937,0.030045455
115,0.32832175,236.22826,0.58249813,0.02556381
116,0.32680756,236.66489,0.7289956,0.031993177
117,0.32991028,236.03682,1.1464485,0.050313942
118,0.3308665,236.7698,0.7013677,0.03078089
119,0.32941315,236.32556,0.4788183,0.021013957
120,0.3276539,236.0993,0.8751588,0.038408354
121,0.32995468,236.30054,0.9896225,0.04343204
122,0.32955483,236.91754,0.3840346,0.016854383
123,0.32947606,236.25027,0.7318037,0.032117296
124,0.32978737,236.07414,0.62000126,0.027210642
125,0.32971054,236.3701,0.60708714,0.026643975
126,0.3285783,237.10704,0.6826694,0.029961273
127,0.32828242,236.39224,1.1842604,0.051975526
128,0.32902884,236.19446,0.64981294,0.028519498
129,0.32837707,236.69693,0.91047835,0.03995994
130,0.3299905,236.5805,1.1074233,0.048603833
131,0.32950315,236.86115,1.1551244,0.050697584
132,0.33106035,236.61575,0.78753346,0.03456443
133,0.3306064,236.67398,0.8324727,0.036536954
134,0.32897508,236.35461,1.152405,0.050578862
135,0.3287962,236.54855,0.7655261,0.033598937
136,0.32769883,236.0745,0.62641484,0.027493425
137,0.32810572,235.60086,0.58936185,0.025867224
138,0.3280025,235.9856,1.015807,0.044584125
139,0.32839784,236.88383,1.1862028,0.052063018
140,0.32828474,236.44312,0.8343877,0.03662181
141,0.32895166,237.02805,1.0133023,0.04447464
142,0.3294374,236.59348,1.2541811,0.0550472
143,0.32770184,235.68033,0.91793764,0.040289283
144,0.32836568,236.41745,0.752676,0.033035886
145,0.3298201,235.79272,1.392266,0.061108496
146,0.32936686,236.66269,1.2810884,0.056228943
147,0.32879147,236.74054,0.3212385,0.014099712
148,0.3285044,237.14307,1.2403566,0.054441594
149,0.32991502,236.6443,1.3613607,0.059752893
150,0.32828248,236.83252,0.5529436,0.02426992
151,0.3316204,236.75568,1.1770126,0.0516619
152,0.32940978,236.95598,0.84792995,0.037217814
153,0.32915598,236.5774,0.91747516,0.04027048
154,0.33097968,236.19348,1.4265515,0.06261545
155,0.3300156,237.19313,0.98013705,0.043021183
156,0.32998487,236.47403,0.7738266,0.033965707
157,0.3300712,236.97098,1.2990401,0.05701921
158,0.32937616,235.90921,0.7889447,0.034629535
159,0.32729304,235.38364,0.7264568,0.031886846
160,0.3303668,236.26556,1.5655876,0.06871962
161,0.32871968,236.09158,1.1082419,0.048645116
162,0.32696712,236.45377,0.629696,0.027639952
163,0.32765216,236.6528,1.1904758,0.05225509
164,0.3283769,236.51837,0.5092963,0.022355283
165,0.32984442,236.27441,1.1205139,0.04918454
166,0.32745475,236.3415,1.1138254,0.048891153
167,0.3284459,236.70746,0.7796834,0.0342242
168,0.3297497,236.30457,1.2530153,0.05500135
169,0.32905972,236.36089,0.9168377,0.04024494
170,0.32822508,236.23956,0.7686944,0.03374225
171,0.32783344,236.55272,1.1401201,0.05004637
172,0.33027387,236.61496,1.3413396,0.058879294
173,0.3291881,236.98068,0.56751275,0.024911566
174,0.3280946,236.48653,0.9572821,0.042021036
175,0.3284239,236.55168,0.9281062,0.040740475
176,0.32713458,236.06601,0.535244,0.02349534
177,0.32936227,236.07442,1.2499765,0.0548698
178,0.32947487,236.54562,0.7189108,0.031557918
179,0.32970974,236.55798,0.74300426,0.032615684
180,0.32923773,236.40054,0.9063609,0.039786723
181,0.32846126,236.10672,0.5119397,0.022472812
182,0.32768422,236.46848,0.70422554,0.030913763
183,0.32783964,236.24887,0.5642929,0.02477116
184,0.3285234,236.1547,0.8234308,0.036146868
185,0.32879895,236.33679,0.794862,0.034892924
186,0.3259079,236.19012,0.66181266,0.029052434
187,0.32677978,235.85875,0.5701694,0.025029553
188,0.32840675,236.72737,0.5592614,0.024550797
189,0.32795334,236.23491,0.6883503,0.030217733
190,0.327546,236.89694,0.34820616,0.01528588
191,0.32734084,236.53703,0.8536003,0.037472293
192,0.3286284,236.20212,0.9279221,0.040735118
193,0.3266379,236.62161,0.43099192,0.01892032
194,0.3278761,236.97026,0.8301927,0.036445156
195,0.32782146,236.21294,0.8253097,0.03623091
196,0.32691187,236.45862,0.3809526,0.01672379
197,0.32848173,235.86142,0.94834745,0.04163252
198,0.3293752,236.42448,0.95585954,0.041962445
199,0.32717443,236.6828,0.5085179,0.022324136
200,0.32748026,236.70303,0.9294686,0.04080418
201,0.327439,236.78062,0.921849,0.040469844
202,0.32680583,236.88788,0.40878242,0.017945921
203,0.3292671,236.57083,0.94608504,0.041534167
204,0.328361,236.71191,0.9165974,0.040239774
205,0.32878214,236.31944,0.74164015,0.032559045
206,0.33052564,236.57007,0.94542605,0.04150569
207,0.32945794,236.88464,0.5442949,0.02389548
208,0.32828677,236.66931,0.7458014,0.032742072
209,0.32617122,236.58246,0.91079897,0.03998589
210,0.32762283,236.7486,0.45086622,0.019793984
211,0.3290763,236.61801,1.3598083,0.059698638
212,0.3273112,236.8848,1.1760645,0.051632036
213,0.3291428,236.08046,1.0842057,0.047599413
214,0.32828844,236.54327,1.3036042,0.057231788
215,0.32608598,236.80423,0.74018186,0.03249614
216,0.3283571,236.08487,1.2011353,0.052733604
217,0.32841748,236.57947,1.0815424,0.047483306
218,0.32811594,236.98222,0.9448087,0.041480392
219,0.329899,237.01297,1.4448137,0.0634326
220,0.3285147,237.5549,0.59455705,0.026103318
221,0.32855883,236.26756,1.1171731,0.049048346
222,0.33005714,236.6351,1.2065159,0.052971076
223,0.32990435,236.88637,0.88723147,0.03895329
224,0.33001,236.13104,1.2364041,0.05428365
225,0.32985395,236.69913,0.41414416,0.018182822
226,0.33010414,236.50975,1.0770957,0.04728956
227,0.329738,236.12997,1.1397268,0.050039507
228,0.32735845,237.67825,0.55152124,0.024214514
229,0.32818708,237.08694,1.2032034,0.0528267
230,0.328838,236.89456,0.8559154,0.037579097
231,0.3301703,236.26025,1.1258391,0.049430255
232,0.33148217,236.30707,1.1983049,0.05261198
233,0.32874757,236.90353,1.1607343,0.05096256
234,0.32791242,236.1237,1.1251827,0.04940175
235,0.32714513,235.87775,1.3100114,0.057516877
236,0.32892856,236.06354,1.5491813,0.068017974
237,0.32717043,237.0816,0.7750862,0.03403085
238,0.32782477,236.31834,0.9399845,0.041271012
239,0.32903692,236.94054,1.4211022,0.06239528
240,0.3271888,236.4061,0.51317304,0.02253159
241,0.328345,236.96718,0.9536346,0.041870818
242,0.3264914,236.12627,0.9317321,0.04090928
243,0.32686278,236.94476,0.43189257,0.018963024
244,0.3286264,235.77725,0.9006298,0.039543856
245,0.32895198,236.91364,0.62640476,0.027503558
246,0.328711,236.3634,1.0142366,0.044532195
247,0.3279251,236.42796,0.54694474,0.024014814
248,0.3268581,235.9028,0.57952076,0.025445202
249,0.3265258,236.58282,0.6335116,0.027815858
